country,lead_time,total_of_special_requests,agent,required_car_parking_spaces,customer_type,stays_in_weekend_nights,stays_in_week_nights,booking_changes,record_count,arrival_date_week_number,adr
PRT,89,0,1,0,Transient,2,2,0,29,40,62.0
ESP,19,0,1,0,Transient-Party,2,2,0,1,30,62.0
GBR,82,2,9,0,Transient,0,5,0,1,15,126.0
AUT,159,1,9,0,Transient,0,3,10,1,22,119.85
DEU,208,0,6,0,Transient-Party,0,2,1,7,21,91.5
FRA,132,0,9,0,Transient,1,2,0,1,27,89.1
DEU,1,0,None / Unknown,0,Transient,1,0,0,1,13,139.0
PRT,89,1,67,0,Transient,2,5,1,1,33,156.45
USA,15,1,7,0,Transient,1,3,0,1,23,93.56
IRL,110,0,9,0,Transient,1,2,0,1,17,166.5
ITA,73,0,9,0,Transient,1,1,0,1,11,142.2
ESP,228,1,9,0,Transient,0,2,0,1,27,89.1
PRT,124,0,493,0,Contract,4,10,2,1,15,80.0
FRA,107,0,37,0,Transient-Party,3,7,3,1,23,0.0
CN,202,1,7,0,Transient,2,0,0,1,18,145.53
PRT,1,0,None / Unknown,0,Transient-Party,1,0,0,1,23,140.0
DEU,7,0,None / Unknown,0,Transient,1,3,0,1,44,119.0
FRA,80,3,7,0,Transient,2,5,0,1,52,101.77
PRT,14,1,240,1,Transient,0,2,0,1,38,144.0
PRT,1,1,None / Unknown,1,Transient,1,4,0,1,39,0.0
KOR,13,1,7,0,Transient,1,1,0,1,20,85.47
DEU,236,1,9,0,Transient,1,2,0,1,19,119.1
ESP,113,1,14,0,Transient,1,1,0,1,52,121.75
GBR,227,0,2,0,Contract,4,10,0,1,38,36.13
ESP,86,1,9,0,Transient,2,1,0,1,21,193.2
PRT,1,0,None / Unknown,0,Transient,0,1,0,2,34,124.0
IRL,112,1,156,0,Contract,4,10,0,1,28,126.65
PRT,16,1,240,0,Transient,2,2,0,1,34,176.75
GBR,310,0,314,0,Transient,4,10,0,1,26,94.62
ITA,69,2,9,0,Transient,0,4,0,1,16,99.45
PRT,73,1,240,0,Transient,2,3,0,1,37,98.0
PRT,600,0,1,0,Transient,1,2,0,30,46,62.8
NLD,190,0,9,0,Transient,0,3,0,2,45,90.9
BRA,127,0,138,0,Transient,2,5,0,1,31,71.1
DEU,44,1,9,0,Transient,2,1,0,1,16,130.67
PRT,86,0,67,0,Transient,0,3,0,27,10,46.0
PRT,133,0,27,0,Transient,0,3,0,1,24,90.95
PRT,75,2,240,0,Transient,2,2,1,1,44,71.0
PRT,60,0,None / Unknown,0,Transient-Party,2,0,1,1,21,50.0
FRA,29,0,104,0,Transient,0,3,0,1,53,118.0
GBR,95,3,240,0,Transient,2,5,0,1,45,57.8
MAR,28,0,9,0,Transient,1,3,0,1,17,224.0
DEU,129,2,14,0,Transient-Party,0,3,0,1,27,164.87
CHE,44,0,9,0,Transient,0,3,0,1,19,199.67
PRT,4,1,9,0,Transient,0,1,0,1,29,231.0
PRT,180,2,196,0,Transient-Party,2,5,0,2,32,177.5
PRT,12,2,240,0,Transient,1,4,0,1,33,264.0
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,12,80.0
DEU,26,2,9,0,Transient,2,0,1,1,23,153.5
PRT,79,0,9,0,Transient,0,1,0,1,38,89.25
BRA,31,0,9,0,Transient,1,2,0,2,14,120.0
DEU,88,1,7,0,Transient,1,2,0,1,15,58.9
FRA,13,0,240,1,Transient,0,3,0,1,4,54.0
ESP,2,1,241,1,Transient,1,3,1,1,46,77.23
JPN,86,1,9,0,Transient,1,1,0,2,30,120.0
USA,78,2,9,0,Transient,0,2,0,1,33,240.0
PRT,74,2,240,0,Transient,1,3,0,1,47,76.0
PRT,11,0,None / Unknown,0,Transient,0,1,0,1,14,30.0
FRA,35,0,28,0,Transient,0,3,0,2,43,85.0
DEU,180,0,9,0,Transient,0,3,0,1,27,89.1
PRT,74,0,6,0,Transient-Party,0,2,0,13,38,80.0
PRT,51,1,15,1,Transient,1,5,3,1,35,161.33
ESP,26,1,240,0,Transient,1,2,0,1,34,216.67
GBR,145,0,9,0,Transient,2,2,0,1,38,118.8
USA,89,1,242,0,Transient,0,3,0,1,28,201.67
ESP,33,0,38,0,Transient-Party,1,1,1,1,5,59.0
PRT,11,0,None / Unknown,0,Transient,0,1,0,1,5,66.0
PRT,21,1,6,0,Transient,0,1,0,2,41,85.0
GRC,80,0,9,0,Transient,0,1,0,1,28,230.0
PRT,41,0,468,0,Transient,0,2,1,2,3,57.6
GBR,33,2,240,0,Transient,2,1,0,1,2,69.33
PRT,200,2,240,0,Transient,2,4,0,1,35,175.0
SWE,79,0,9,0,Transient,1,4,0,2,31,124.0
PRT,1,0,157,0,Transient,0,1,0,1,21,103.2
ESP,32,2,240,0,Transient,1,3,0,1,30,251.0
PRT,196,2,240,0,Transient,2,7,0,2,27,106.0
AUT,83,1,9,0,Transient,1,2,1,1,15,84.9
PRT,13,1,14,0,Transient,0,3,0,1,9,79.2
TMP,41,3,9,1,Transient,1,1,1,1,27,189.9
DEU,195,0,14,0,Transient,0,1,0,1,33,165.9
GBR,10,0,None / Unknown,0,Transient-Party,1,1,0,1,39,104.72
PRT,48,1,8,0,Transient,1,2,0,1,52,138.6
CHN,34,1,7,0,Transient,2,2,0,6,11,72.33
ITA,85,0,9,0,Transient,1,4,0,1,19,151.2
USA,22,0,250,0,Transient,1,3,1,1,29,186.5
ESP,6,0,9,1,Contract,1,0,0,1,50,96.25
FRA,2,2,None / Unknown,1,Transient,1,0,0,1,5,92.0
NLD,2,1,9,0,Transient,0,1,0,1,20,220.0
PRT,5,1,9,0,Transient,0,1,0,1,37,149.0
IRL,19,1,242,1,Transient,0,2,0,1,18,108.0
DEU,89,0,9,0,Transient,0,3,0,1,14,76.5
PRT,103,0,85,0,Transient,1,3,0,1,30,72.25
PRT,28,1,9,0,Contract,0,2,0,1,40,105.0
CN,288,0,240,0,Transient,0,2,0,1,27,133.2
PRT,34,0,None / Unknown,0,Transient-Party,2,1,0,3,49,75.0
PRT,4,0,37,0,Transient,0,2,0,1,40,188.0
ARG,133,2,9,0,Transient,1,3,0,1,23,162.0
NOR,140,2,9,0,Transient,3,6,0,1,33,76.5
ROU,5,2,9,0,Transient,0,4,1,1,6,91.8
GBR,119,0,314,0,Transient-Party,4,9,2,1,19,118.8
ESP,28,2,22,0,Transient-Party,0,2,0,2,12,70.0
PRT,181,0,58,0,Transient,0,2,0,19,23,100.0
IRL,27,0,9,0,Transient,2,1,0,1,14,150.0
TUR,21,0,9,0,Transient,1,3,0,1,10,102.05
PRT,1,2,9,0,Contract,0,1,0,1,33,95.0
ESP,12,1,240,0,Transient,0,2,2,1,18,140.0
FRA,37,0,240,0,Transient,0,5,0,1,44,178.0
PRT,61,0,1,0,Transient-Party,2,2,0,19,36,62.0
AUT,31,0,28,0,Transient,1,2,0,1,23,89.0
PRT,23,3,250,0,Transient,0,1,0,2,6,103.0
DEU,4,1,9,0,Contract,0,4,0,1,37,124.0
PRT,30,1,9,1,Transient,1,1,0,1,36,122.85
PRT,71,1,250,1,Contract,0,3,0,1,41,48.0
GBR,225,0,40,0,Contract,2,5,0,1,25,86.7
AUT,51,1,9,0,Transient,0,2,0,1,41,108.0
GBR,50,1,9,0,Transient,1,3,0,1,37,135.9
PRT,12,0,154,0,Transient,4,8,0,1,49,27.0
DEU,26,2,9,0,Transient,2,2,0,1,8,100.3
IRL,110,1,241,0,Transient,2,5,0,1,20,50.06
ISR,159,0,9,0,Transient,0,2,0,1,34,175.5
PRT,2,0,None / Unknown,0,Transient,0,1,0,1,44,75.0
PRT,1,0,8,0,Transient,0,0,0,2,46,0.0
PRT,12,2,40,0,Contract,4,7,0,1,33,163.0
BEL,24,2,9,1,Transient,2,0,1,1,29,239.0
PRT,3,1,None / Unknown,0,Transient-Party,2,0,0,1,13,65.0
BRA,26,0,9,0,Transient,2,4,0,1,20,124.7
FRA,101,0,28,0,Transient,2,2,0,1,18,85.0
PRT,6,0,None / Unknown,0,Transient-Party,1,0,0,1,33,65.0
ROU,6,1,9,0,Transient,0,1,0,1,11,108.0
FRA,102,3,9,0,Transient,2,1,0,1,13,117.0
DEU,106,1,9,0,Transient,0,3,0,1,19,183.0
DEU,312,0,298,0,Transient-Party,2,5,0,5,10,56.0
PRT,151,0,37,0,Transient-Party,1,1,0,1,12,95.0
GBR,17,1,9,0,Transient,0,2,0,1,41,135.0
FRA,80,0,14,0,Transient,0,3,0,1,31,120.0
AGO,12,2,None / Unknown,0,Transient,0,3,0,1,4,98.0
PRT,1,0,None / Unknown,0,Transient,1,0,0,1,44,133.0
FRA,137,2,242,0,Transient,1,4,1,1,23,106.38
TUN,8,0,9,0,Transient,0,1,0,1,7,79.0
GBR,76,1,9,0,Transient,1,2,0,1,23,160.0
GBR,29,1,241,0,Transient,2,5,0,1,17,54.86
FRA,25,0,7,0,Transient,1,2,0,1,11,81.44
CHN,1,1,240,0,Transient,0,1,0,1,3,60.0
GBR,133,2,314,0,Transient-Party,2,5,0,1,48,67.24
GBR,1,0,None / Unknown,0,Transient,0,1,0,1,3,38.0
PRT,27,0,79,0,Transient,1,2,0,1,8,64.0
DEU,24,0,14,0,Transient,0,3,0,1,42,160.0
PRT,183,0,38,0,Transient,2,1,1,7,49,72.0
ITA,4,0,240,1,Transient,2,1,0,1,12,93.0
FRA,196,2,7,0,Transient,2,5,0,2,34,55.96
PRT,91,1,240,0,Transient-Party,2,5,0,1,34,199.0
AUT,13,0,250,0,Transient,1,2,0,1,8,45.0
PRT,26,1,240,0,Transient,2,5,0,1,48,98.0
DEU,119,0,9,0,Transient-Party,0,2,0,1,16,90.9
USA,149,1,495,0,Transient-Party,0,1,0,1,25,154.0
FRA,238,2,240,0,Transient,4,10,0,1,22,93.6
ISR,88,1,9,1,Transient,0,2,0,1,38,158.4
PRT,75,1,None / Unknown,0,Transient,0,1,2,1,50,65.0
PRT,30,2,9,1,Transient,0,1,0,1,38,139.5
DEU,104,3,9,1,Transient,1,2,0,1,14,144.0
USA,71,1,8,0,Transient,0,2,0,1,26,110.0
GBR,38,0,168,0,Transient,1,0,0,1,24,155.0
FRA,468,0,249,0,Transient-Party,0,2,0,2,20,67.0
PRT,25,1,241,0,Transient,1,4,0,1,46,40.66
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,50,61.0
RUS,181,0,240,0,Transient,4,10,0,1,34,205.14
GBR,159,0,14,0,Transient,2,2,0,4,43,108.0
CN,1,0,14,0,Transient,0,2,1,1,13,108.0
PRT,69,0,85,0,Transient,0,3,0,1,31,80.1
ESP,31,0,83,0,Transient,1,2,1,1,35,147.72
GBR,68,0,250,0,Transient,2,3,0,1,13,79.2
PRT,31,1,240,0,Transient,1,2,0,1,4,44.8
FRA,105,0,9,0,Transient,2,2,0,1,45,85.05
ESP,13,0,28,0,Transient,0,2,0,1,5,62.0
PRT,11,0,None / Unknown,0,Transient,1,2,0,1,8,35.0
ESP,266,0,9,0,Transient,1,3,0,2,53,104.55
PRT,27,2,9,0,Transient,0,1,0,1,28,130.0
GBR,112,1,9,0,Transient,1,2,0,1,20,126.0
PRT,296,1,240,0,Transient,2,1,0,1,16,81.0
PRT,23,0,None / Unknown,0,Transient,2,1,0,1,42,95.0
ESP,155,1,9,0,Transient,0,3,0,1,22,138.0
ISR,119,3,9,0,Transient,2,2,0,1,29,171.0
GBR,100,1,40,0,Contract,2,5,0,1,17,39.4
FRA,41,1,9,0,Transient,2,0,0,1,8,80.0
RUS,7,2,240,0,Transient-Party,2,1,0,1,38,185.67
ITA,184,0,9,0,Transient,0,3,0,4,48,69.9
AUT,49,0,14,0,Transient,2,3,0,1,10,77.0
BRA,84,0,9,0,Transient,2,2,0,1,15,90.95
CN,136,0,410,1,Transient,2,2,0,1,25,73.5
PRT,9,0,30,0,Transient-Party,0,3,0,1,41,65.45
PRT,83,1,240,0,Transient,1,5,0,1,33,187.33
DEU,119,2,9,0,Transient,2,3,0,1,43,151.2
ESP,6,0,138,0,Transient,0,3,0,1,6,62.8
IRL,33,2,171,0,Transient,2,3,0,1,17,52.2
PRT,5,0,None / Unknown,0,Transient-Party,1,4,0,1,43,0.0
FRA,18,2,9,0,Transient,2,2,0,1,10,130.0
FIN,121,1,9,0,Transient,1,0,6,1,19,129.0
ITA,60,0,9,0,Transient,1,3,0,1,48,74.8
ESP,54,1,9,0,Transient,2,2,0,3,46,90.1
BRA,13,1,9,0,Transient,1,4,0,1,4,80.3
PRT,11,2,None / Unknown,1,Transient,2,1,3,1,51,67.0
USA,91,2,9,0,Transient,0,1,0,1,34,140.0
PRT,164,0,None / Unknown,0,Transient,1,2,0,1,20,160.0
PRT,44,1,7,0,Transient,1,3,0,1,41,104.48
ESP,350,2,9,1,Transient,1,3,2,1,53,91.95
AUS,1,2,9,0,Transient,0,3,0,1,26,124.67
PRT,2,0,None / Unknown,1,Transient,0,1,0,1,44,67.0
IND,34,0,28,0,Transient,2,0,0,1,28,129.0
GBR,29,0,250,0,Transient,1,3,0,1,7,49.5
BEL,144,0,9,0,Transient,0,2,0,1,26,187.2
GBR,102,2,9,0,Transient,1,2,0,2,30,155.0
GBR,104,0,40,0,Contract,2,5,0,1,19,84.95
PRT,267,0,96,0,Transient,2,5,0,13,39,54.99
PRT,55,0,281,0,Contract,0,3,0,1,46,53.0
DEU,35,0,132,0,Transient,0,3,0,1,5,72.0
ITA,146,1,9,0,Transient,4,10,0,1,31,117.66
FRA,163,1,None / Unknown,0,Transient,2,5,1,1,40,51.3
CHE,11,2,9,0,Transient,0,3,1,1,16,150.0
ARG,1,0,9,0,Transient,0,1,1,1,13,12.0
PRT,1,0,9,0,Transient,0,2,0,1,33,124.0
PRT,42,1,9,0,Transient,2,2,0,2,50,74.8
PRT,1,0,240,0,Transient,0,1,0,1,9,48.0
PRT,4,0,None / Unknown,1,Transient,0,1,0,1,35,138.0
BEL,128,1,9,0,Transient-Party,1,2,1,2,24,126.9
IRL,157,0,156,0,Contract,4,6,0,1,27,55.68
USA,75,2,330,0,Transient-Party,2,1,4,1,2,78.0
ESP,34,0,240,0,Transient,0,2,0,1,30,211.0
PRT,206,1,242,0,Transient,0,4,0,1,16,54.0
FRA,3,2,9,0,Contract,0,2,0,1,34,106.0
ITA,5,0,None / Unknown,1,Transient,0,1,1,1,43,54.9
FRA,5,0,9,0,Transient,2,1,0,1,32,191.0
GBR,78,1,250,0,Transient,3,6,0,1,41,79.22
FRA,57,1,154,0,Transient-Party,1,2,0,3,10,70.0
PRT,4,0,240,1,Transient-Party,1,2,0,1,48,98.0
ISR,57,0,9,0,Transient,2,4,0,1,51,74.8
GBR,280,0,240,0,Transient,2,5,2,1,27,176.86
ITA,19,0,314,0,Transient-Party,4,7,0,1,5,64.4
CN,21,1,7,0,Transient,1,2,0,1,41,99.33
PRT,35,1,241,0,Transient,0,2,0,1,36,244.09
PRT,179,0,58,0,Transient,1,2,0,4,20,96.4
EST,1,0,152,0,Transient,0,1,0,1,38,147.59
PRT,1,0,314,1,Transient,1,0,0,1,51,26.0
IRL,169,1,None / Unknown,0,Transient,2,6,0,1,25,128.05
GBR,3,0,2,0,Contract,2,5,0,1,5,58.0
Missing,1,2,None / Unknown,0,Transient,0,1,0,1,43,53.0
PRT,105,0,313,0,Transient-Party,2,4,1,1,47,71.0
ESP,288,1,240,0,Transient,2,5,2,1,25,156.0
ESP,35,1,241,0,Transient,1,5,0,1,33,147.07
PRT,265,0,30,0,Transient,0,4,0,25,17,101.0
PRT,183,2,241,0,Transient,0,4,0,1,29,169.54
PRT,155,0,None / Unknown,0,Transient,0,1,0,1,44,36.0
PRT,110,2,14,0,Transient,0,5,1,1,35,171.0
DEU,15,1,9,0,Transient,0,1,0,1,33,160.0
FRA,193,1,9,0,Transient,1,1,1,1,35,189.0
FRA,26,0,9,0,Transient,1,2,0,1,8,90.0
SWE,48,0,9,0,Transient,0,2,1,1,10,97.2
BEL,25,0,None / Unknown,0,Transient-Party,0,1,2,1,26,95.0
GBR,42,0,9,0,Transient,0,3,0,2,16,150.0
NLD,13,0,None / Unknown,1,Transient,2,5,0,1,18,85.0
ESP,141,0,240,0,Transient,2,5,0,1,31,310.0
PRT,72,0,1,0,Transient,2,0,0,6,53,65.0
GBR,21,1,9,0,Transient,1,0,0,1,25,150.0
NLD,160,2,9,0,Transient,2,4,0,1,27,116.1
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,49,65.0
PRT,218,0,9,0,Transient,0,2,0,1,4,79.2
AUT,6,0,7,0,Transient,2,2,0,1,11,76.23
ESP,1,0,250,1,Transient,1,1,1,1,18,105.0
PRT,44,0,240,0,Transient,2,2,0,1,49,84.0
PRT,113,1,240,1,Transient,2,3,0,1,32,201.0
GBR,5,4,9,0,Transient,1,1,0,1,38,154.0
NOR,31,3,9,0,Transient,0,1,0,1,41,157.5
ESP,17,2,9,0,Transient-Party,0,3,0,1,27,179.0
FRA,6,1,9,0,Transient,2,2,0,1,13,133.5
PRT,27,0,250,0,Transient,0,3,0,1,34,200.1
PRT,151,0,177,0,Transient,2,5,0,1,29,208.05
PRT,1,0,None / Unknown,0,Transient,1,0,0,1,20,47.0
FRA,120,0,83,0,Transient,2,5,1,1,24,122.4
PRT,211,0,11,0,Transient,0,3,0,1,35,77.03
SWE,1,0,306,0,Transient,1,0,0,1,14,30.67
DNK,80,1,14,0,Transient-Party,0,1,0,2,27,108.0
FRA,26,2,9,0,Transient,0,2,0,1,16,145.0
FRA,6,0,14,0,Group,2,3,0,1,40,176.4
FRA,125,1,240,1,Transient,2,5,0,1,23,172.0
GBR,91,0,9,0,Transient,0,4,0,1,26,120.0
PRT,1,0,240,0,Transient,0,1,0,1,39,195.0
PRT,11,3,None / Unknown,0,Transient,0,2,0,1,50,0.0
FIN,141,2,14,0,Transient-Party,2,2,2,1,25,109.0
GBR,211,1,240,0,Transient,2,3,0,1,46,37.8
PRT,3,0,None / Unknown,0,Transient,0,1,0,1,39,166.25
DEU,72,0,14,0,Transient,2,5,0,1,16,86.82
DEU,317,0,9,0,Transient,2,5,0,1,23,142.2
FRA,13,1,9,0,Transient,0,1,2,1,32,151.0
PRT,48,0,464,0,Transient,0,0,0,1,50,0.0
GBR,188,0,240,0,Transient,4,10,0,1,26,110.0
PRT,1,1,None / Unknown,0,Transient,0,1,0,1,3,43.0
ITA,12,0,9,0,Transient,0,2,0,2,4,75.0
CHE,18,0,9,0,Transient,2,2,1,1,6,198.0
ESP,3,0,195,0,Transient,0,1,0,1,25,95.0
FRA,38,0,85,0,Transient,1,3,0,1,46,59.5
BRA,132,1,9,0,Transient,2,2,2,1,49,119.0
CN,89,1,240,0,Transient,0,2,1,1,37,137.0
ITA,100,0,9,0,Transient,1,4,0,1,53,102.34
ESP,5,0,14,0,Transient,2,1,0,2,49,100.33
NOR,6,1,8,0,Transient,1,2,0,1,43,136.0
ESP,5,0,9,0,Transient,2,1,0,1,49,185.33
BRA,334,1,9,0,Transient,2,4,0,1,19,142.2
IRL,9,1,9,0,Transient,0,3,0,1,53,109.33
CHE,75,0,9,0,Transient,1,2,0,1,28,230.0
PRT,98,1,240,0,Transient,2,5,0,1,33,132.6
PRT,4,1,None / Unknown,1,Transient,0,3,0,1,37,67.0
USA,75,1,9,0,Transient,1,1,0,1,1,86.4
ITA,3,0,14,0,Transient,0,2,0,1,48,75.0
AUT,1,1,None / Unknown,0,Transient,0,2,0,1,22,182.33
PRT,2,0,None / Unknown,0,Transient,0,2,0,1,23,70.0
PRT,85,2,9,0,Transient-Party,1,5,0,1,14,72.25
GBR,12,0,314,0,Transient,0,3,0,1,24,90.67
IRL,232,2,240,0,Transient,2,5,0,1,15,56.89
IRL,1,0,None / Unknown,0,Transient,0,1,0,1,2,38.0
IRL,73,3,None / Unknown,0,Transient,3,7,0,1,40,82.0
VEN,3,0,9,0,Transient,1,3,0,1,43,134.25
NLD,126,0,9,0,Transient,0,3,0,1,30,130.5
PRT,178,3,250,0,Transient,2,5,1,1,29,180.8
PRT,156,2,240,0,Transient-Party,0,2,0,2,15,60.0
PRT,118,1,242,0,Transient,0,2,0,1,26,160.0
PRT,11,0,281,0,Contract,0,1,0,1,41,37.8
GBR,204,0,9,0,Transient,0,3,0,1,25,130.5
BEL,154,2,240,1,Transient,2,5,0,1,40,100.0
PRT,1,1,None / Unknown,1,Transient,0,1,0,1,50,38.0
ESP,36,0,38,0,Transient-Party,0,2,1,1,47,48.0
PRT,187,1,9,0,Transient-Party,0,2,0,1,28,86.5
PRT,11,0,69,0,Transient,2,5,0,1,47,29.0
BRA,156,1,9,0,Transient,2,4,0,1,24,116.82
PRT,63,1,14,0,Transient,0,1,0,2,48,79.2
PRT,3,2,None / Unknown,0,Transient,1,2,0,1,29,154.3
PRT,75,0,1,0,Transient-Party,2,2,0,1,38,0.0
PRT,11,0,9,0,Transient,0,1,0,1,19,141.0
PRT,35,3,240,1,Transient,1,5,1,1,35,189.33
RUS,4,1,7,0,Transient,1,2,0,1,12,80.08
PRT,213,1,14,0,Transient,2,3,0,1,35,106.75
GBR,20,0,85,0,Transient,0,2,0,1,53,80.0
PRT,8,2,240,1,Transient,0,3,0,1,30,248.33
PRT,4,0,9,0,Transient-Party,0,1,0,1,4,80.0
PRT,124,0,241,0,Transient,2,4,1,1,13,27.07
POL,78,2,9,0,Transient,2,3,0,1,9,74.8
FRA,144,1,240,0,Transient,2,5,0,1,34,278.14
GBR,1,0,None / Unknown,0,Transient-Party,0,2,0,1,14,60.0
BRA,40,1,7,0,Transient,2,2,0,1,48,57.6
FRA,113,0,9,0,Transient,2,2,1,1,18,85.85
DEU,61,0,27,0,Transient,2,3,0,1,2,72.0
GBR,86,0,22,0,Transient,2,2,0,1,29,96.9
PRT,73,0,8,0,Transient,1,2,0,1,29,76.5
GBR,1,1,None / Unknown,0,Transient,1,0,2,1,15,6.0
ITA,5,1,None / Unknown,0,Transient-Party,0,2,0,1,22,110.0
NLD,247,1,9,0,Transient,2,5,0,1,28,125.1
AUS,117,0,9,0,Transient,0,1,0,2,25,99.0
ESP,86,1,9,0,Transient,2,2,0,1,33,159.3
ESP,1,1,240,1,Transient,1,0,0,1,22,89.0
DEU,46,2,9,0,Transient,2,3,0,1,11,77.35
PRT,4,1,None / Unknown,1,Transient,1,0,0,1,3,67.0
FRA,7,1,28,0,Transient,1,4,0,1,8,115.0
PRT,10,1,7,0,Transient,1,4,0,1,37,76.08
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,43,120.0
AUS,18,2,9,1,Transient,1,1,0,1,36,127.0
GBR,18,0,1,0,Transient-Party,2,1,1,1,40,170.0
NLD,67,1,9,0,Transient,0,3,0,2,12,133.2
AGO,29,0,171,0,Transient-Party,0,3,0,1,3,65.0
PRT,77,1,9,0,Transient,2,2,0,1,20,134.85
PRT,14,1,None / Unknown,1,Transient,0,1,0,1,40,119.0
PRT,52,0,250,0,Transient,1,3,1,1,32,173.0
GBR,68,0,26,0,Transient,2,5,0,1,33,106.4
PRT,193,3,240,0,Transient,1,3,1,1,31,224.0
POL,94,0,132,0,Transient,1,2,1,1,15,80.1
PRT,29,1,9,0,Transient,0,1,0,1,29,180.0
PRT,117,1,9,0,Transient,0,3,0,1,33,114.3
GBR,40,0,9,0,Transient,1,3,0,1,18,149.0
PRT,20,0,3,0,Transient-Party,0,3,0,3,53,70.0
NLD,57,3,9,0,Transient,0,3,0,1,53,112.8
IRL,115,1,240,0,Transient-Party,2,4,0,1,44,60.0
GBR,60,0,9,0,Transient,1,3,1,1,14,126.0
NLD,122,1,9,0,Transient,2,1,0,1,21,117.0
IRL,305,0,240,0,Transient,2,5,0,2,20,109.8
ROU,44,1,9,0,Transient,0,1,1,1,28,131.4
PRT,8,1,240,0,Transient,1,2,0,1,13,82.67
IRL,84,2,241,0,Transient,0,3,0,1,42,83.62
PRT,314,0,15,0,Transient,2,5,0,1,32,133.74
GBR,99,0,40,0,Contract,4,10,0,1,19,82.86
ARG,106,0,240,0,Transient,1,3,0,1,30,240.0
NLD,315,0,9,0,Transient,1,1,0,1,28,107.1
PRT,1,0,14,0,Transient,2,1,0,1,27,127.0
PRT,160,1,52,0,Transient,1,0,0,1,30,80.1
FRA,76,0,9,0,Transient,2,2,0,1,12,82.45
PRT,1,0,250,0,Transient,0,1,0,1,14,48.0
PRT,5,0,None / Unknown,1,Transient,1,0,0,1,46,64.5
PRT,489,0,1,0,Transient,0,2,0,15,46,62.8
FRA,6,0,28,0,Transient,2,2,0,1,8,87.0
GBR,96,1,132,0,Transient,1,2,0,1,34,80.1
PRT,226,1,240,0,Transient,1,3,0,1,30,309.0
PRT,265,1,196,0,Transient,2,5,0,1,32,143.3
ITA,3,1,241,0,Transient,1,2,0,5,4,35.11
BRA,14,0,9,0,Transient,1,2,0,1,9,108.0
NLD,72,2,9,0,Transient,0,3,2,1,12,106.2
CHE,73,1,8,0,Transient,0,3,0,1,25,149.4
GBR,71,0,14,0,Transient,1,3,0,1,14,96.25
NLD,107,0,9,0,Transient,0,3,0,1,26,126.0
PRT,3,1,None / Unknown,0,Transient,0,1,0,1,48,65.0
PRT,19,1,7,0,Transient,2,4,0,1,39,150.02
ITA,56,2,9,0,Transient,2,2,0,1,35,162.0
PRT,16,0,None / Unknown,0,Transient-Party,2,0,0,6,42,55.0
PRT,4,0,83,0,Transient,0,1,0,1,8,158.4
PRT,26,0,171,0,Group,0,3,0,1,7,30.0
GBR,249,1,9,0,Transient,0,4,0,1,25,149.4
PRT,177,1,8,0,Transient,2,5,0,1,32,103.5
Missing,147,4,None / Unknown,0,Transient,1,4,1,1,31,165.0
PRT,185,0,243,0,Contract,2,5,0,1,31,90.1
PRT,17,2,14,0,Transient,0,1,0,1,7,95.0
FRA,68,3,9,0,Transient,2,1,0,1,41,135.0
GBR,111,1,240,0,Transient,3,6,0,1,12,61.2
PRT,20,0,None / Unknown,1,Transient,0,2,1,1,40,129.3
FRA,108,2,9,0,Transient,2,2,0,2,53,104.0
PRT,197,2,242,0,Transient,0,3,0,1,32,166.5
GBR,130,0,9,0,Transient,0,1,0,1,22,126.0
ESP,39,0,9,0,Transient,1,3,0,1,53,201.08
PRT,187,1,7,0,Transient,1,1,0,1,17,140.3
DEU,268,0,27,0,Transient-Party,2,3,1,1,42,80.75
PRT,57,0,105,0,Transient,0,1,0,1,45,37.8
PRT,3,0,None / Unknown,1,Transient,1,0,0,1,50,128.0
PRT,14,1,None / Unknown,1,Transient,0,1,0,1,16,104.0
ESP,12,0,22,0,Transient,2,2,0,1,43,85.0
FRA,88,1,7,0,Transient,0,4,0,1,11,77.23
PRT,1,0,240,0,Transient,0,1,1,1,38,65.0
AUS,31,1,9,0,Transient,1,2,0,2,19,126.9
PRT,3,1,None / Unknown,0,Transient,1,1,0,1,23,75.0
FRA,173,1,240,0,Transient-Party,4,10,0,1,32,132.6
USA,1,0,None / Unknown,0,Transient,0,1,0,1,32,81.0
PRT,55,1,None / Unknown,0,Transient,2,5,0,1,24,245.0
FRA,104,0,28,0,Transient,1,2,0,1,21,75.0
PRT,264,0,1,0,Transient-Party,0,2,0,16,28,62.0
PRT,12,0,None / Unknown,0,Transient,0,1,0,1,42,0.0
BIH,301,0,6,0,Transient-Party,1,1,1,1,31,90.0
PRT,8,0,146,1,Transient,0,1,0,1,6,31.0
FRA,31,1,9,0,Transient,2,2,0,1,6,74.8
PRT,172,1,9,1,Transient,0,1,0,1,46,99.9
BRA,81,1,241,0,Transient,2,1,0,1,45,42.81
SWE,66,3,9,0,Transient,2,3,0,1,48,88.4
GBR,60,3,9,0,Transient,2,2,2,1,10,100.3
FRA,5,1,240,1,Transient,0,1,0,1,49,60.4
DEU,1,0,10,0,Transient,0,2,1,1,5,71.2
FRA,19,1,9,0,Transient,2,2,0,1,8,130.0
